ID Transaksi;Tanggal;Hari;Bulan;Kuartal;Tahun;Jam Transaksi;Nama Produk;Kategori; Harga Satuan ;Jumlah;Diskon (%); Total Penjualan ; HPP ; Laba Kotor ;Margin (%);Cabang;Kasir;Metode Pembayaran;Status Member;Rating Pelanggan;
TRX-0107;06/01/2024;Sabtu;Januari;Q1;2024;Sore (16-20);Kapas Kecantikan;Perawatan; Rp8.000,00 ;2;5; Rp15.200,00 ; Rp9.662,00 ; Rp5.538,00 ;36,43;Batu;Rina;Voucher;Non-Member;1;
TRX-0108;04/03/2023;Sabtu;Maret;Q1;2023;Sore (16-20);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;7;15; Rp166.600,00 ; Rp94.688,00 ; Rp71.912,00 ;43,16;Lawang;Rina;Tunai;Member;1;
TRX-0109;10/05/2023;Rabu;Mei;Q2;2023;Sore (16-20);Softex;Kebersihan; Rp18.000,00 ;10;10; Rp162.000,00 ; Rp108.713,00 ; Rp53.287,00 ;32,89;Lawang;Dewi;Voucher;Non-Member;5;
TRX-0110;11/09/2024;Rabu;September;Q3;2024;Malam (20-22);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;2;20; Rp22.400,00 ; Rp14.813,00 ; Rp7.587,00 ;33,87;Batu;Budi;Kartu Kredit;Member;4;
TRX-0111;14/12/2023;Kamis;Desember;Q4;2023;Sore (16-20);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;7;15; Rp166.600,00 ; Rp94.323,00 ; Rp72.277,00 ;43,38;Lawang;Siti;Kartu Debit;Member;4;
TRX-0112;10/03/2023;Jumat;Maret;Q1;2023;Pagi (08-12);Aqua 1.5L;Minuman; Rp5.000,00 ;2;5; Rp9.500,00 ; Rp5.381,00 ; Rp4.119,00 ;43,36;Singosari;Budi;Voucher;Non-Member;1;
TRX-0113;25/02/2024;Minggu;Februari;Q1;2024;Siang (12-16);Deterjen Rinso;Kebersihan; Rp22.000,00 ;1;0; Rp22.000,00 ; Rp14.346,00 ; Rp7.654,00 ;34,79;Singosari;Rina;Voucher;Member;4;
TRX-0114;18/08/2023;Jumat;Agustus;Q3;2023;Malam (20-22);Pocari Sweat;Minuman; Rp8.000,00 ;9;0; Rp72.000,00 ; Rp41.006,00 ; Rp30.994,00 ;43,05;Singosari;Dewi;QRIS;Member;5;
TRX-0115;04/11/2024;Senin;November;Q4;2024;Pagi (08-12);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;3;0; Rp24.000,00 ; Rp16.067,00 ; Rp7.933,00 ;33,05;Singosari;Siti;Kartu Debit;Member;2;
TRX-0116;02/08/2024;Jumat;Agustus;Q3;2024;Siang (12-16);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;3;15; Rp35.700,00 ; Rp23.478,00 ; Rp12.222,00 ;34,24;Malang Kota;Rina;Voucher;Non-Member;4;
TRX-0117;09/04/2024;Selasa;April;Q2;2024;Pagi (08-12);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;6;0; Rp90.000,00 ; Rp60.540,00 ; Rp29.460,00 ;32,73;Batu;Dewi;Tunai;Member;2;
TRX-0118;24/09/2024;Selasa;September;Q3;2024;Malam (20-22);Aqua 1.5L;Minuman; Rp5.000,00 ;5;5; Rp23.750,00 ; Rp15.735,00 ; Rp8.015,00 ;33,75;Lawang;Dewi;Kartu Kredit;Non-Member;2;
TRX-0119;08/06/2024;Sabtu;Juni;Q2;2024;Sore (16-20);Pocari Sweat;Minuman; Rp8.000,00 ;7;0; Rp56.000,00 ; Rp33.497,00 ; Rp22.503,00 ;40,18;Batu;Agus;Voucher;Member;2;
TRX-0120;09/02/2024;Jumat;Februari;Q1;2024;Sore (16-20);Pelembab Vaseline;Perawatan; Rp25.000,00 ;1;0; Rp25.000,00 ; Rp15.031,00 ; Rp9.969,00 ;39,88;Kepanjen;Budi;Kartu Debit;Non-Member;1;
TRX-0121;08/01/2023;Minggu;Januari;Q1;2023;Sore (16-20);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;3;0; Rp84.000,00 ; Rp51.629,00 ; Rp32.371,00 ;38,54;Kepanjen;Dewi;Voucher;Member;4;
TRX-0122;13/02/2023;Senin;Februari;Q1;2023;Malam (20-22);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;8;0; Rp112.000,00 ; Rp78.015,00 ; Rp33.985,00 ;30,34;Batu;Agus;Voucher;Non-Member;3;
TRX-0123;28/04/2023;Jumat;April;Q2;2023;Pagi (08-12);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;6;0; Rp84.000,00 ; Rp57.643,00 ; Rp26.357,00 ;31,38;Batu;Agus;Kartu Debit;Non-Member;1;
TRX-0124;07/09/2023;Kamis;September;Q3;2023;Sore (16-20);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;7;10; Rp100.800,00 ; Rp56.788,00 ; Rp44.012,00 ;43,66;Singosari;Siti;QRIS;Member;1;
TRX-0125;06/06/2024;Kamis;Juni;Q2;2024;Siang (12-16);Susu Ultra;Minuman; Rp9.000,00 ;9;0; Rp81.000,00 ; Rp57.025,00 ; Rp23.975,00 ;29,60;Singosari;Siti;QRIS;Member;2;
TRX-0126;20/09/2023;Rabu;September;Q3;2023;Malam (20-22);Oreo;Snack; Rp10.000,00 ;10;0; Rp100.000,00 ; Rp67.924,00 ; Rp32.076,00 ;32,08;Malang Kota;Budi;Kartu Kredit;Non-Member;5;
TRX-0127;20/10/2024;Minggu;Oktober;Q4;2024;Sore (16-20);Lip Balm Nivea;Perawatan; Rp18.000,00 ;6;0; Rp108.000,00 ; Rp67.474,00 ; Rp40.526,00 ;37,52;Lawang;Agus;Kartu Debit;Member;3;
TRX-0128;03/06/2024;Senin;Juni;Q2;2024;Pagi (08-12);Pocari Sweat;Minuman; Rp8.000,00 ;8;5; Rp60.800,00 ; Rp33.829,00 ; Rp26.971,00 ;44,36;Singosari;Siti;Tunai;Non-Member;4;
TRX-0129;17/08/2024;Sabtu;Agustus;Q3;2024;Malam (20-22);Pelembab Vaseline;Perawatan; Rp25.000,00 ;8;20; Rp160.000,00 ; Rp103.549,00 ; Rp56.451,00 ;35,28;Kepanjen;Siti;Voucher;Member;1;
TRX-0130;06/04/2024;Sabtu;April;Q2;2024;Malam (20-22);Pocari Sweat;Minuman; Rp8.000,00 ;2;10; Rp14.400,00 ; Rp9.502,00 ; Rp4.898,00 ;34,01;Malang Kota;Budi;Kartu Kredit;Member;3;
TRX-0131;17/01/2024;Rabu;Januari;Q1;2024;Pagi (08-12);Deterjen Rinso;Kebersihan; Rp22.000,00 ;7;20; Rp123.200,00 ; Rp74.847,00 ; Rp48.353,00 ;39,25;Batu;Rina;Kartu Debit;Non-Member;1;
TRX-0132;25/07/2024;Kamis;Juli;Q3;2024;Pagi (08-12);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;5;15; Rp21.250,00 ; Rp14.764,00 ; Rp6.486,00 ;30,52;Batu;Budi;Kartu Debit;Member;3;
TRX-0133;14/11/2023;Selasa;November;Q4;2023;Sore (16-20);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;10;15; Rp85.000,00 ; Rp60.304,00 ; Rp24.696,00 ;29,05;Singosari;Dewi;Kartu Kredit;Member;5;
TRX-0134;06/04/2023;Kamis;April;Q2;2023;Malam (20-22);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;6;0; Rp96.000,00 ; Rp58.718,00 ; Rp37.282,00 ;38,84;Kepanjen;Budi;Kartu Debit;Member;2;
TRX-0135;21/05/2023;Minggu;Mei;Q2;2023;Pagi (08-12);Chitato;Snack; Rp12.000,00 ;5;20; Rp48.000,00 ; Rp32.831,00 ; Rp15.169,00 ;31,60;Batu;Dewi;Voucher;Non-Member;5;
TRX-0136;15/05/2023;Senin;Mei;Q2;2023;Pagi (08-12);Hand Sanitizer;Perawatan; Rp12.000,00 ;3;0; Rp36.000,00 ; Rp20.907,00 ; Rp15.093,00 ;41,93;Batu;Budi;Kartu Kredit;Non-Member;3;
TRX-0137;23/11/2024;Sabtu;November;Q4;2024;Siang (12-16);Indomie Goreng;Snack; Rp3.500,00 ;10;0; Rp35.000,00 ; Rp23.727,00 ; Rp11.273,00 ;32,21;Lawang;Budi;Voucher;Non-Member;4;
TRX-0138;18/07/2023;Selasa;Juli;Q3;2023;Malam (20-22);Softex;Kebersihan; Rp18.000,00 ;8;5; Rp136.800,00 ; Rp93.134,00 ; Rp43.666,00 ;31,92;Lawang;Dewi;Voucher;Member;2;
TRX-0139;11/09/2024;Rabu;September;Q3;2024;Pagi (08-12);Qtela;Snack; Rp14.000,00 ;1;15; Rp11.900,00 ; Rp7.517,00 ; Rp4.383,00 ;36,83;Singosari;Dewi;Tunai;Non-Member;1;
TRX-0140;14/06/2023;Rabu;Juni;Q2;2023;Sore (16-20);Deterjen Rinso;Kebersihan; Rp22.000,00 ;9;0; Rp198.000,00 ; Rp136.873,00 ; Rp61.127,00 ;30,87;Malang Kota;Budi;Kartu Kredit;Member;4;
TRX-0141;24/02/2023;Jumat;Februari;Q1;2023;Pagi (08-12);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;6;0; Rp96.000,00 ; Rp59.102,00 ; Rp36.898,00 ;38,44;Malang Kota;Siti;QRIS;Non-Member;1;
TRX-0142;27/10/2024;Minggu;Oktober;Q4;2024;Malam (20-22);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;3;0; Rp45.000,00 ; Rp26.945,00 ; Rp18.055,00 ;40,12;Lawang;Budi;Kartu Kredit;Member;1;
TRX-0143;20/01/2023;Jumat;Januari;Q1;2023;Pagi (08-12);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;3;10; Rp40.500,00 ; Rp28.748,00 ; Rp11.752,00 ;29,02;Batu;Dewi;Kartu Kredit;Non-Member;2;
TRX-0144;05/11/2023;Minggu;November;Q4;2023;Pagi (08-12);Aqua 1.5L;Minuman; Rp5.000,00 ;4;5; Rp19.000,00 ; Rp12.514,00 ; Rp6.486,00 ;34,14;Batu;Agus;Tunai;Non-Member;5;
TRX-0145;02/07/2024;Selasa;Juli;Q3;2024;Sore (16-20);Susu Ultra;Minuman; Rp9.000,00 ;10;0; Rp90.000,00 ; Rp60.494,00 ; Rp29.506,00 ;32,78;Singosari;Agus;Tunai;Member;5;
TRX-0146;02/03/2024;Sabtu;Maret;Q1;2024;Pagi (08-12);Chitato;Snack; Rp12.000,00 ;9;0; Rp108.000,00 ; Rp60.643,00 ; Rp47.357,00 ;43,85;Batu;Dewi;Voucher;Non-Member;4;
TRX-0147;14/02/2023;Selasa;Februari;Q1;2023;Pagi (08-12);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;5;15; Rp21.250,00 ; Rp11.746,00 ; Rp9.504,00 ;44,72;Malang Kota;Siti;QRIS;Non-Member;2;
TRX-0148;15/02/2023;Rabu;Februari;Q1;2023;Siang (12-16);Softex;Kebersihan; Rp18.000,00 ;6;20; Rp86.400,00 ; Rp56.961,00 ; Rp29.439,00 ;34,07;Lawang;Agus;QRIS;Member;4;
TRX-0149;07/02/2023;Selasa;Februari;Q1;2023;Malam (20-22);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;1;20; Rp12.000,00 ; Rp7.007,00 ; Rp4.993,00 ;41,61;Malang Kota;Siti;Kartu Debit;Non-Member;3;
TRX-0150;07/02/2023;Selasa;Februari;Q1;2023;Sore (16-20);Qtela;Snack; Rp14.000,00 ;6;20; Rp67.200,00 ; Rp45.880,00 ; Rp21.320,00 ;31,73;Singosari;Siti;Tunai;Non-Member;4;
TRX-0151;26/03/2024;Selasa;Maret;Q1;2024;Pagi (08-12);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;3;5; Rp14.250,00 ; Rp9.514,00 ; Rp4.736,00 ;33,24;Singosari;Dewi;Kartu Debit;Non-Member;1;
TRX-0152;16/03/2024;Sabtu;Maret;Q1;2024;Sore (16-20);Deodorant Rexona;Perawatan; Rp20.000,00 ;9;0; Rp180.000,00 ; Rp108.829,00 ; Rp71.171,00 ;39,54;Malang Kota;Siti;Kartu Debit;Non-Member;5;
TRX-0153;12/03/2024;Selasa;Maret;Q1;2024;Sore (16-20);Indomie Goreng;Snack; Rp3.500,00 ;6;5; Rp19.950,00 ; Rp11.116,00 ; Rp8.834,00 ;44,28;Singosari;Dewi;Kartu Kredit;Member;1;
TRX-0154;18/11/2024;Senin;November;Q4;2024;Malam (20-22);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;9;20; Rp36.000,00 ; Rp24.389,00 ; Rp11.611,00 ;32,25;Kepanjen;Rina;QRIS;Member;2;
TRX-0155;10/03/2023;Jumat;Maret;Q1;2023;Malam (20-22);Qtela;Snack; Rp14.000,00 ;6;5; Rp79.800,00 ; Rp56.770,00 ; Rp23.030,00 ;28,86;Malang Kota;Dewi;QRIS;Non-Member;3;
TRX-0156;30/03/2024;Sabtu;Maret;Q1;2024;Pagi (08-12);Susu Ultra;Minuman; Rp9.000,00 ;3;10; Rp24.300,00 ; Rp14.881,00 ; Rp9.419,00 ;38,76;Singosari;Siti;QRIS;Member;2;
TRX-0157;26/05/2024;Minggu;Mei;Q2;2024;Sore (16-20);Hand Sanitizer;Perawatan; Rp12.000,00 ;9;0; Rp108.000,00 ; Rp64.206,00 ; Rp43.794,00 ;40,55;Singosari;Agus;QRIS;Non-Member;2;
TRX-0158;06/05/2023;Sabtu;Mei;Q2;2023;Sore (16-20);Chitato;Snack; Rp12.000,00 ;8;0; Rp96.000,00 ; Rp67.466,00 ; Rp28.534,00 ;29,72;Lawang;Rina;Kartu Debit;Member;5;
TRX-0159;09/07/2024;Selasa;Juli;Q3;2024;Siang (12-16);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;3;15; Rp30.600,00 ; Rp20.521,00 ; Rp10.079,00 ;32,94;Kepanjen;Siti;Voucher;Member;2;
TRX-0160;23/05/2023;Selasa;Mei;Q2;2023;Siang (12-16);Indomie Goreng;Snack; Rp3.500,00 ;1;0; Rp3.500,00 ; Rp2.255,00 ; Rp1.245,00 ;35,57;Singosari;Agus;Voucher;Member;1;
TRX-0161;13/11/2023;Senin;November;Q4;2023;Sore (16-20);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;9;5; Rp239.400,00 ; Rp162.973,00 ; Rp76.427,00 ;31,92;Batu;Rina;QRIS;Member;4;
TRX-0162;22/04/2024;Senin;April;Q2;2024;Malam (20-22);Lip Balm Nivea;Perawatan; Rp18.000,00 ;3;20; Rp43.200,00 ; Rp29.490,00 ; Rp13.710,00 ;31,74;Batu;Budi;QRIS;Member;1;
TRX-0163;14/06/2024;Jumat;Juni;Q2;2024;Sore (16-20);Qtela;Snack; Rp14.000,00 ;3;0; Rp42.000,00 ; Rp25.404,00 ; Rp16.596,00 ;39,51;Kepanjen;Siti;Voucher;Member;3;
TRX-0164;21/07/2023;Jumat;Juli;Q3;2023;Siang (12-16);Lip Balm Nivea;Perawatan; Rp18.000,00 ;3;15; Rp45.900,00 ; Rp27.608,00 ; Rp18.292,00 ;39,85;Batu;Rina;Voucher;Member;2;
TRX-0165;05/11/2024;Selasa;November;Q4;2024;Pagi (08-12);Kapas Kecantikan;Perawatan; Rp8.000,00 ;6;20; Rp38.400,00 ; Rp27.151,00 ; Rp11.249,00 ;29,29;Malang Kota;Rina;Tunai;Non-Member;2;
TRX-0166;08/08/2024;Kamis;Agustus;Q3;2024;Malam (20-22);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;1;5; Rp15.200,00 ; Rp10.657,00 ; Rp4.543,00 ;29,89;Batu;Siti;Kartu Debit;Member;4;
TRX-0167;01/11/2023;Rabu;November;Q4;2023;Sore (16-20);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;1;0; Rp14.000,00 ; Rp8.746,00 ; Rp5.254,00 ;37,53;Lawang;Agus;QRIS;Member;3;
TRX-0168;23/11/2023;Kamis;November;Q4;2023;Siang (12-16);Deterjen Rinso;Kebersihan; Rp22.000,00 ;3;20; Rp52.800,00 ; Rp32.366,00 ; Rp20.434,00 ;38,70;Batu;Rina;Kartu Debit;Non-Member;1;
TRX-0169;01/10/2023;Minggu;Oktober;Q4;2023;Siang (12-16);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;3;0; Rp30.000,00 ; Rp16.758,00 ; Rp13.242,00 ;44,14;Lawang;Dewi;Kartu Kredit;Member;3;
TRX-0170;14/08/2024;Rabu;Agustus;Q3;2024;Malam (20-22);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;3;5; Rp42.750,00 ; Rp30.751,00 ; Rp11.999,00 ;28,07;Lawang;Agus;Kartu Debit;Member;1;
TRX-0171;07/02/2024;Rabu;Februari;Q1;2024;Malam (20-22);Hand Sanitizer;Perawatan; Rp12.000,00 ;4;0; Rp48.000,00 ; Rp31.160,00 ; Rp16.840,00 ;35,08;Malang Kota;Rina;Kartu Debit;Non-Member;3;
TRX-0172;03/07/2024;Rabu;Juli;Q3;2024;Pagi (08-12);Aqua 1.5L;Minuman; Rp5.000,00 ;7;0; Rp35.000,00 ; Rp24.501,00 ; Rp10.499,00 ;30,00;Singosari;Agus;Kartu Debit;Non-Member;1;
TRX-0173;06/08/2024;Selasa;Agustus;Q3;2024;Sore (16-20);Deodorant Rexona;Perawatan; Rp20.000,00 ;6;10; Rp108.000,00 ; Rp64.699,00 ; Rp43.301,00 ;40,09;Lawang;Dewi;Kartu Kredit;Member;2;
TRX-0174;10/04/2023;Senin;April;Q2;2023;Malam (20-22);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;6;10; Rp27.000,00 ; Rp19.160,00 ; Rp7.840,00 ;29,04;Kepanjen;Budi;Voucher;Member;1;
TRX-0175;09/02/2023;Kamis;Februari;Q1;2023;Sore (16-20);Qtela;Snack; Rp14.000,00 ;8;10; Rp100.800,00 ; Rp63.271,00 ; Rp37.529,00 ;37,23;Batu;Dewi;QRIS;Non-Member;2;
TRX-0176;07/02/2024;Rabu;Februari;Q1;2024;Sore (16-20);Lip Balm Nivea;Perawatan; Rp18.000,00 ;10;0; Rp180.000,00 ; Rp114.524,00 ; Rp65.476,00 ;36,38;Batu;Dewi;Kartu Kredit;Non-Member;1;
TRX-0177;13/01/2024;Sabtu;Januari;Q1;2024;Sore (16-20);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;7;10; Rp50.400,00 ; Rp30.356,00 ; Rp20.044,00 ;39,77;Malang Kota;Dewi;Kartu Kredit;Member;1;
TRX-0178;20/08/2024;Selasa;Agustus;Q3;2024;Pagi (08-12);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;9;15; Rp76.500,00 ; Rp51.454,00 ; Rp25.046,00 ;32,74;Lawang;Budi;QRIS;Member;2;
TRX-0179;20/01/2023;Jumat;Januari;Q1;2023;Malam (20-22);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;7;0; Rp35.000,00 ; Rp21.707,00 ; Rp13.293,00 ;37,98;Kepanjen;Agus;Voucher;Member;2;
TRX-0180;15/06/2024;Sabtu;Juni;Q2;2024;Malam (20-22);Cheetos;Snack; Rp11.000,00 ;6;15; Rp56.100,00 ; Rp35.417,00 ; Rp20.683,00 ;36,87;Lawang;Siti;QRIS;Non-Member;5;
TRX-0181;29/12/2023;Jumat;Desember;Q4;2023;Siang (12-16);Softex;Kebersihan; Rp18.000,00 ;8;0; Rp144.000,00 ; Rp102.636,00 ; Rp41.364,00 ;28,73;Singosari;Dewi;Kartu Debit;Non-Member;3;
TRX-0182;22/12/2024;Minggu;Desember;Q4;2024;Malam (20-22);Indomie Goreng;Snack; Rp3.500,00 ;6;5; Rp19.950,00 ; Rp12.155,00 ; Rp7.795,00 ;39,07;Singosari;Siti;Tunai;Non-Member;3;
TRX-0183;30/05/2023;Selasa;Mei;Q2;2023;Siang (12-16);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;5;15; Rp34.000,00 ; Rp19.157,00 ; Rp14.843,00 ;43,66;Lawang;Siti;Kartu Kredit;Member;5;
TRX-0184;05/10/2023;Kamis;Oktober;Q4;2023;Pagi (08-12);Lip Balm Nivea;Perawatan; Rp18.000,00 ;3;0; Rp54.000,00 ; Rp35.352,00 ; Rp18.648,00 ;34,53;Batu;Budi;QRIS;Member;2;
TRX-0185;23/02/2023;Kamis;Februari;Q1;2023;Siang (12-16);Kopi Kapal Api;Minuman; Rp12.000,00 ;6;15; Rp61.200,00 ; Rp38.575,00 ; Rp22.625,00 ;36,97;Kepanjen;Rina;Voucher;Non-Member;4;
TRX-0186;03/05/2024;Jumat;Mei;Q2;2024;Pagi (08-12);Qtela;Snack; Rp14.000,00 ;6;0; Rp84.000,00 ; Rp55.423,00 ; Rp28.577,00 ;34,02;Malang Kota;Dewi;QRIS;Member;4;
TRX-0187;30/06/2023;Jumat;Juni;Q2;2023;Sore (16-20);Kopi Kapal Api;Minuman; Rp12.000,00 ;8;0; Rp96.000,00 ; Rp68.085,00 ; Rp27.915,00 ;29,08;Singosari;Rina;Tunai;Member;3;
TRX-0188;19/10/2023;Kamis;Oktober;Q4;2023;Sore (16-20);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;9;5; Rp136.800,00 ; Rp95.921,00 ; Rp40.879,00 ;29,88;Kepanjen;Dewi;Kartu Kredit;Member;1;
TRX-0189;05/12/2023;Selasa;Desember;Q4;2023;Siang (12-16);Indomie Goreng;Snack; Rp3.500,00 ;5;15; Rp14.875,00 ; Rp8.652,00 ; Rp6.223,00 ;41,84;Singosari;Siti;Voucher;Member;5;
TRX-0190;16/10/2024;Rabu;Oktober;Q4;2024;Malam (20-22);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;9;0; Rp252.000,00 ; Rp142.316,00 ; Rp109.684,00 ;43,53;Malang Kota;Budi;QRIS;Non-Member;2;
TRX-0191;07/01/2023;Sabtu;Januari;Q1;2023;Pagi (08-12);Deterjen Rinso;Kebersihan; Rp22.000,00 ;4;5; Rp83.600,00 ; Rp56.692,00 ; Rp26.908,00 ;32,19;Singosari;Siti;Voucher;Non-Member;3;
TRX-0192;10/12/2024;Selasa;Desember;Q4;2024;Pagi (08-12);Chitato;Snack; Rp12.000,00 ;2;5; Rp22.800,00 ; Rp13.729,00 ; Rp9.071,00 ;39,79;Lawang;Dewi;Kartu Debit;Non-Member;3;
TRX-0193;21/09/2024;Sabtu;September;Q3;2024;Malam (20-22);Oreo;Snack; Rp10.000,00 ;3;5; Rp28.500,00 ; Rp16.417,00 ; Rp12.083,00 ;42,40;Batu;Siti;Kartu Kredit;Member;2;
TRX-0194;27/11/2024;Rabu;November;Q4;2024;Pagi (08-12);Pelembab Vaseline;Perawatan; Rp25.000,00 ;9;5; Rp213.750,00 ; Rp136.755,00 ; Rp76.995,00 ;36,02;Singosari;Rina;Voucher;Member;5;
TRX-0195;01/06/2024;Sabtu;Juni;Q2;2024;Siang (12-16);Cheetos;Snack; Rp11.000,00 ;9;0; Rp99.000,00 ; Rp57.219,00 ; Rp41.781,00 ;42,20;Batu;Agus;Tunai;Non-Member;1;
TRX-0196;06/06/2024;Kamis;Juni;Q2;2024;Malam (20-22);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;8;0; Rp112.000,00 ; Rp71.372,00 ; Rp40.628,00 ;36,27;Lawang;Dewi;Tunai;Non-Member;1;
TRX-0197;10/02/2024;Sabtu;Februari;Q1;2024;Pagi (08-12);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;4;10; Rp28.800,00 ; Rp16.198,00 ; Rp12.602,00 ;43,76;Lawang;Siti;Tunai;Member;4;
TRX-0198;02/02/2023;Kamis;Februari;Q1;2023;Malam (20-22);Deterjen Rinso;Kebersihan; Rp22.000,00 ;3;20; Rp52.800,00 ; Rp30.256,00 ; Rp22.544,00 ;42,70;Lawang;Siti;Kartu Kredit;Non-Member;4;
TRX-0199;24/03/2023;Jumat;Maret;Q1;2023;Siang (12-16);Deodorant Rexona;Perawatan; Rp20.000,00 ;6;0; Rp120.000,00 ; Rp69.641,00 ; Rp50.359,00 ;41,97;Batu;Agus;Voucher;Member;1;
TRX-0200;24/01/2023;Selasa;Januari;Q1;2023;Sore (16-20);Deterjen Rinso;Kebersihan; Rp22.000,00 ;9;5; Rp188.100,00 ; Rp120.465,00 ; Rp67.635,00 ;35,96;Kepanjen;Budi;Kartu Kredit;Member;3;
TRX-0201;13/07/2023;Kamis;Juli;Q3;2023;Pagi (08-12);Aqua 1.5L;Minuman; Rp5.000,00 ;7;10; Rp31.500,00 ; Rp21.427,00 ; Rp10.073,00 ;31,98;Malang Kota;Budi;QRIS;Member;5;
TRX-0202;04/02/2023;Sabtu;Februari;Q1;2023;Siang (12-16);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;1;0; Rp16.000,00 ; Rp10.814,00 ; Rp5.186,00 ;32,41;Lawang;Agus;QRIS;Member;2;
TRX-0203;30/05/2024;Kamis;Mei;Q2;2024;Siang (12-16);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;10;0; Rp150.000,00 ; Rp97.226,00 ; Rp52.774,00 ;35,18;Singosari;Budi;Kartu Debit;Member;4;
TRX-0204;04/11/2023;Sabtu;November;Q4;2023;Malam (20-22);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;9;10; Rp64.800,00 ; Rp45.331,00 ; Rp19.469,00 ;30,04;Kepanjen;Agus;Voucher;Member;3;
TRX-0205;20/10/2024;Minggu;Oktober;Q4;2024;Siang (12-16);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;6;15; Rp81.600,00 ; Rp50.655,00 ; Rp30.945,00 ;37,92;Kepanjen;Siti;Kartu Kredit;Non-Member;2;
TRX-0206;19/08/2023;Sabtu;Agustus;Q3;2023;Siang (12-16);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;8;0; Rp120.000,00 ; Rp77.473,00 ; Rp42.527,00 ;35,44;Lawang;Dewi;Voucher;Non-Member;2;
TRX-0207;19/09/2023;Selasa;September;Q3;2023;Pagi (08-12);Qtela;Snack; Rp14.000,00 ;2;5; Rp26.600,00 ; Rp18.461,00 ; Rp8.139,00 ;30,60;Malang Kota;Dewi;QRIS;Non-Member;4;
TRX-0208;20/11/2024;Rabu;November;Q4;2024;Malam (20-22);Kapas Kecantikan;Perawatan; Rp8.000,00 ;1;20; Rp6.400,00 ; Rp3.599,00 ; Rp2.801,00 ;43,77;Batu;Dewi;QRIS;Member;3;
TRX-0209;07/11/2023;Selasa;November;Q4;2023;Siang (12-16);Teh Botol;Minuman; Rp6.000,00 ;4;15; Rp20.400,00 ; Rp11.627,00 ; Rp8.773,00 ;43,00;Lawang;Budi;Voucher;Non-Member;2;
TRX-0210;19/07/2024;Jumat;Juli;Q3;2024;Sore (16-20);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;7;5; Rp79.800,00 ; Rp51.129,00 ; Rp28.671,00 ;35,93;Singosari;Siti;Kartu Debit;Non-Member;4;
TRX-0211;11/04/2023;Selasa;April;Q2;2023;Siang (12-16);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;4;0; Rp20.000,00 ; Rp12.064,00 ; Rp7.936,00 ;39,68;Malang Kota;Dewi;QRIS;Member;3;
TRX-0212;20/07/2024;Sabtu;Juli;Q3;2024;Siang (12-16);Kapas Kecantikan;Perawatan; Rp8.000,00 ;7;0; Rp56.000,00 ; Rp32.251,00 ; Rp23.749,00 ;42,41;Singosari;Budi;Kartu Kredit;Non-Member;5;
TRX-0213;01/11/2024;Jumat;November;Q4;2024;Sore (16-20);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;8;15; Rp81.600,00 ; Rp53.782,00 ; Rp27.818,00 ;34,09;Lawang;Agus;QRIS;Member;2;
